src/entity/Entity.java:1:	ExcessivePublicCount:	ExcessivePublicCount: This class has a bunch of public methods and attributes
src/main/GamePanel.java:42:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the music field if you want a default access modifier
src/main/GamePanel.java:42:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:42:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/GamePanel.java:42:	NonSerializableClass:	NonSerializableClass: The field 'music' of serializable class 'main.GamePanel' is of non-serializable type 'main.Sound'.
src/main/GamePanel.java:43:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the soundeffect field if you want a default access modifier
src/main/GamePanel.java:43:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:43:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/GamePanel.java:43:	NonSerializableClass:	NonSerializableClass: The field 'soundeffect' of serializable class 'main.GamePanel' is of non-serializable type 'main.Sound'.
src/main/GamePanel.java:44:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:44:	NonSerializableClass:	NonSerializableClass: The field 'colchecker' of serializable class 'main.GamePanel' is of non-serializable type 'main.CollisionChecker'.
src/main/GamePanel.java:45:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:45:	NonSerializableClass:	NonSerializableClass: The field 'assetSetter' of serializable class 'main.GamePanel' is of non-serializable type 'main.AssetSetter'.
src/main/GamePanel.java:46:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:46:	NonSerializableClass:	NonSerializableClass: The field 'ui' of serializable class 'main.GamePanel' is of non-serializable type 'main.UI'.
src/main/GamePanel.java:46:	ShortVariable:	ShortVariable: Avoid variables with short names like ui
src/main/GamePanel.java:47:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:47:	NonSerializableClass:	NonSerializableClass: The field 'eHandler' of serializable class 'main.GamePanel' is of non-serializable type 'main.EventHandler'.
src/main/GamePanel.java:48:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the gameThread field if you want a default access modifier
src/main/GamePanel.java:48:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:48:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/GamePanel.java:48:	DoNotUseThreads:	DoNotUseThreads: To be compliant to J2EE, a webapp should not use any thread.
src/main/GamePanel.java:48:	NonSerializableClass:	NonSerializableClass: The field 'gameThread' of serializable class 'main.GamePanel' is of non-serializable type 'java.lang.Thread'.
src/main/GamePanel.java:52:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:52:	NonSerializableClass:	NonSerializableClass: The field 'player' of serializable class 'main.GamePanel' is of non-serializable type 'entity.Player'.
src/main/GamePanel.java:53:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:54:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:55:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the entityList field if you want a default access modifier
src/main/GamePanel.java:55:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:55:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/GamePanel.java:55:	LooseCoupling:	LooseCoupling: Avoid using implementation types like 'ArrayList'; use the interface instead
src/main/GamePanel.java:57:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:58:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:58:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/GamePanel.java:59:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:59:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/GamePanel.java:60:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:60:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/GamePanel.java:61:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:61:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/GamePanel.java:62:	CommentRequired:	CommentRequired: Field comments are required
src/main/GamePanel.java:62:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/GamePanel.java:67:	CallSuperInConstructor:	CallSuperInConstructor: It is a good practice to call super() in a constructor
src/main/GamePanel.java:67:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:75:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:85:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:86:	DoNotUseThreads:	DoNotUseThreads: To be compliant to J2EE, a webapp should not use any thread.
src/main/GamePanel.java:90:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:90:	MissingOverride:	MissingOverride: The method 'run()' is missing an @Override annotation.
src/main/GamePanel.java:91:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'drawInterval' could be declared final
src/main/GamePanel.java:91:	UseUnderscoresInNumericLiterals:	UseUnderscoresInNumericLiterals: Number 1000000000 should separate every third digit with an underscore
src/main/GamePanel.java:92:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'nextDrawTime' (lines '92'-'117').
src/main/GamePanel.java:103:	UseUnderscoresInNumericLiterals:	UseUnderscoresInNumericLiterals: Number 1000000 should separate every third digit with an underscore
src/main/GamePanel.java:113:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/main/GamePanel.java:118:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:124:	ForLoopCanBeForeach:	ForLoopCanBeForeach: This for loop can be replaced by a foreach loop
src/main/GamePanel.java:131:	EmptyControlStatement:	EmptyControlStatement: Empty if statement
src/main/GamePanel.java:131:	EmptyIfStmt:	EmptyIfStmt: Avoid empty if statements
src/main/GamePanel.java:136:	CognitiveComplexity:	CognitiveComplexity: The method 'paintComponent(Graphics)' has a cognitive complexity of 16, current threshold is 15
src/main/GamePanel.java:136:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:136:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'g' is not assigned and could be declared final
src/main/GamePanel.java:136:	MissingOverride:	MissingOverride: The method 'paintComponent(Graphics)' is missing an @Override annotation.
src/main/GamePanel.java:136:	ShortVariable:	ShortVariable: Avoid variables with short names like g
src/main/GamePanel.java:139:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'g2' could be declared final
src/main/GamePanel.java:139:	ShortVariable:	ShortVariable: Avoid variables with short names like g2
src/main/GamePanel.java:150:	ForLoopCanBeForeach:	ForLoopCanBeForeach: This for loop can be replaced by a foreach loop
src/main/GamePanel.java:156:	ForLoopCanBeForeach:	ForLoopCanBeForeach: This for loop can be replaced by a foreach loop
src/main/GamePanel.java:163:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:163:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'e1' is not assigned and could be declared final
src/main/GamePanel.java:163:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'e2' is not assigned and could be declared final
src/main/GamePanel.java:163:	MissingOverride:	MissingOverride: The method 'compare(Entity, Entity)' is missing an @Override annotation.
src/main/GamePanel.java:163:	ShortVariable:	ShortVariable: Avoid variables with short names like e1
src/main/GamePanel.java:163:	ShortVariable:	ShortVariable: Avoid variables with short names like e2
src/main/GamePanel.java:164:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'result' could be declared final
src/main/GamePanel.java:165:	UnnecessaryLocalBeforeReturn:	UnnecessaryLocalBeforeReturn: Consider simply returning the value vs storing it in local variable 'result'
src/main/GamePanel.java:170:	ForLoopCanBeForeach:	ForLoopCanBeForeach: This for loop can be replaced by a foreach loop
src/main/GamePanel.java:171:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/GamePanel.java:183:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (object not created locally)
src/main/GamePanel.java:185:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:185:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'i' is not assigned and could be declared final
src/main/GamePanel.java:185:	ShortVariable:	ShortVariable: Avoid variables with short names like i
src/main/GamePanel.java:190:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:193:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/GamePanel.java:193:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'i' is not assigned and could be declared final
src/main/GamePanel.java:193:	ShortVariable:	ShortVariable: Avoid variables with short names like i
src/main/KeyHandler.java:6:	CommentRequired:	CommentRequired: Class comments are required
src/main/KeyHandler.java:6:	ModifiedCyclomaticComplexity:	ModifiedCyclomaticComplexity: The class 'KeyHandler' has a Modified Cyclomatic Complexity of 5 (Highest = 10).
src/main/KeyHandler.java:6:	StdCyclomaticComplexity:	StdCyclomaticComplexity: The class 'KeyHandler' has a Standard Cyclomatic Complexity of 5 (Highest = 10).
src/main/KeyHandler.java:7:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the gp field if you want a default access modifier
src/main/KeyHandler.java:7:	CommentRequired:	CommentRequired: Field comments are required
src/main/KeyHandler.java:7:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/KeyHandler.java:7:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/main/KeyHandler.java:8:	CommentRequired:	CommentRequired: Field comments are required
src/main/KeyHandler.java:8:	OneDeclarationPerLine:	OneDeclarationPerLine: Use one line for each declaration, it enhances code readability.
src/main/KeyHandler.java:10:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:10:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/main/KeyHandler.java:10:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/main/KeyHandler.java:14:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'e' is not assigned and could be declared final
src/main/KeyHandler.java:14:	ShortVariable:	ShortVariable: Avoid variables with short names like e
src/main/KeyHandler.java:14:	UncommentedEmptyMethodBody:	UncommentedEmptyMethodBody: Document empty method body
src/main/KeyHandler.java:19:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'e' is not assigned and could be declared final
src/main/KeyHandler.java:19:	ShortVariable:	ShortVariable: Avoid variables with short names like e
src/main/KeyHandler.java:21:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'code' (lines '21'-'43').
src/main/KeyHandler.java:21:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'code' could be declared final
src/main/KeyHandler.java:44:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:44:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'code' is not assigned and could be declared final
src/main/KeyHandler.java:53:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/KeyHandler.java:58:	IfStmtsMustUseBraces:	IfStmtsMustUseBraces: Avoid using if statements without curly braces
src/main/KeyHandler.java:59:	CollapsibleIfStatements:	CollapsibleIfStatements: These nested if statements could be combined
src/main/KeyHandler.java:62:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/KeyHandler.java:62:	EmptyControlStatement:	EmptyControlStatement: Empty if statement
src/main/KeyHandler.java:62:	EmptyIfStmt:	EmptyIfStmt: Avoid empty if statements
src/main/KeyHandler.java:65:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/KeyHandler.java:66:	DoNotTerminateVM:	DoNotTerminateVM: System.exit() should not be used in J2EE/JEE apps
src/main/KeyHandler.java:70:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:70:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'code' is not assigned and could be declared final
src/main/KeyHandler.java:96:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:96:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'code' is not assigned and could be declared final
src/main/KeyHandler.java:103:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:103:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'code' is not assigned and could be declared final
src/main/KeyHandler.java:110:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/KeyHandler.java:110:	CyclomaticComplexity:	CyclomaticComplexity: The method 'characterState(int)' has a cyclomatic complexity of 10.
src/main/KeyHandler.java:110:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'code' is not assigned and could be declared final
src/main/KeyHandler.java:110:	ModifiedCyclomaticComplexity:	ModifiedCyclomaticComplexity: The method 'characterState' has a Modified Cyclomatic Complexity of 10.
src/main/KeyHandler.java:110:	StdCyclomaticComplexity:	StdCyclomaticComplexity: The method 'characterState' has a Standard Cyclomatic Complexity of 10.
src/main/KeyHandler.java:115:	CollapsibleIfStatements:	CollapsibleIfStatements: These nested if statements could be combined
src/main/KeyHandler.java:122:	CollapsibleIfStatements:	CollapsibleIfStatements: These nested if statements could be combined
src/main/KeyHandler.java:129:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/KeyHandler.java:129:	CollapsibleIfStatements:	CollapsibleIfStatements: These nested if statements could be combined
src/main/KeyHandler.java:137:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/KeyHandler.java:137:	CollapsibleIfStatements:	CollapsibleIfStatements: These nested if statements could be combined
src/main/KeyHandler.java:146:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'e' is not assigned and could be declared final
src/main/KeyHandler.java:146:	ShortVariable:	ShortVariable: Avoid variables with short names like e
src/main/KeyHandler.java:147:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'code' could be declared final
src/main/Main.java:4:	CommentRequired:	CommentRequired: Class comments are required
src/main/Main.java:4:	ShortClassName:	ShortClassName: Avoid short class names like Main
src/main/Main.java:4:	UseUtilityClass:	UseUtilityClass: All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.
src/main/Main.java:5:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/Main.java:5:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'args' is not assigned and could be declared final
src/main/Main.java:6:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'window' could be declared final
src/main/Main.java:11:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'gamePanel' could be declared final
src/main/Sound.java:9:	CommentRequired:	CommentRequired: Class comments are required
src/main/Sound.java:10:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the clip field if you want a default access modifier
src/main/Sound.java:10:	CommentRequired:	CommentRequired: Field comments are required
src/main/Sound.java:10:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/Sound.java:11:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the soundURL field if you want a default access modifier
src/main/Sound.java:11:	CommentRequired:	CommentRequired: Field comments are required
src/main/Sound.java:11:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/Sound.java:12:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/Sound.java:19:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/Sound.java:19:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'i' is not assigned and could be declared final
src/main/Sound.java:19:	ShortVariable:	ShortVariable: Avoid variables with short names like i
src/main/Sound.java:21:	CloseResource:	CloseResource: Ensure that resources like this AudioInputStream object are closed after use
src/main/Sound.java:21:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'ais' could be declared final
src/main/Sound.java:25:	AvoidCatchingGenericException:	AvoidCatchingGenericException: Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
src/main/Sound.java:25:	EmptyCatchBlock:	EmptyCatchBlock: Avoid empty catch blocks
src/main/Sound.java:29:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/Sound.java:32:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/Sound.java:35:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:6:	UnnecessaryImport:	UnnecessaryImport: Unused import 'java.text.DecimalFormat'
src/main/UI.java:6:	UnusedImports:	UnusedImports: Unused import 'java.text.DecimalFormat'
src/main/UI.java:8:	UnnecessaryImport:	UnnecessaryImport: Unused import 'entity.Entity'
src/main/UI.java:8:	UnusedImports:	UnusedImports: Unused import 'entity.Entity'
src/main/UI.java:9:	UnnecessaryImport:	UnnecessaryImport: Unused import 'object.OBJ_Key'
src/main/UI.java:9:	UnusedImports:	UnusedImports: Unused import 'object.OBJ_Key'
src/main/UI.java:11:	CommentRequired:	CommentRequired: Class comments are required
src/main/UI.java:11:	ShortClassName:	ShortClassName: Avoid short class names like UI
src/main/UI.java:12:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the gp field if you want a default access modifier
src/main/UI.java:12:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:12:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/UI.java:12:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/main/UI.java:13:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the g2 field if you want a default access modifier
src/main/UI.java:13:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:13:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/UI.java:13:	ShortVariable:	ShortVariable: Avoid variables with short names like g2
src/main/UI.java:14:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the maruMonica field if you want a default access modifier
src/main/UI.java:14:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:14:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/UI.java:15:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:15:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'messageOn'
src/main/UI.java:16:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:17:	CommentDefaultAccessModifier:	CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the messageCounter field if you want a default access modifier
src/main/UI.java:17:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:17:	DefaultPackage:	DefaultPackage: Use explicit scoping instead of the default package private level
src/main/UI.java:17:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'messageCounter'
src/main/UI.java:18:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:18:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'gameFinished'
src/main/UI.java:19:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:20:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:20:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'commandNum'
src/main/UI.java:21:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:21:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'slotCol'
src/main/UI.java:22:	CommentRequired:	CommentRequired: Field comments are required
src/main/UI.java:22:	RedundantFieldInitializer:	RedundantFieldInitializer: Avoid using redundant field initializer for 'slotRow'
src/main/UI.java:24:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:24:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'gp' is not assigned and could be declared final
src/main/UI.java:24:	ShortVariable:	ShortVariable: Avoid variables with short names like gp
src/main/UI.java:29:	CloseResource:	CloseResource: Ensure that resources like this InputStream object are closed after use
src/main/UI.java:29:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'is' could be declared final
src/main/UI.java:29:	ShortVariable:	ShortVariable: Avoid variables with short names like is
src/main/UI.java:32:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/main/UI.java:33:	IdenticalCatchBranches:	IdenticalCatchBranches: 'catch' branch identical to 'FontFormatException' branch
src/main/UI.java:34:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/main/UI.java:38:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:38:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'text' is not assigned and could be declared final
src/main/UI.java:43:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:43:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'g2' is not assigned and could be declared final
src/main/UI.java:43:	ShortVariable:	ShortVariable: Avoid variables with short names like g2
src/main/UI.java:53:	EmptyControlStatement:	EmptyControlStatement: Empty if statement
src/main/UI.java:53:	EmptyIfStmt:	EmptyIfStmt: Avoid empty if statements
src/main/UI.java:70:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:72:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:74:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:75:	ShortVariable:	ShortVariable: Avoid variables with short names like y
src/main/UI.java:91:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:106:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/UI.java:114:	AvoidLiteralsInIfCondition:	AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements
src/main/UI.java:120:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:121:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:122:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'text' could be declared final
src/main/UI.java:123:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'x' could be declared final
src/main/UI.java:123:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:124:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'y' could be declared final
src/main/UI.java:124:	ShortVariable:	ShortVariable: Avoid variables with short names like y
src/main/UI.java:128:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:130:	ShortVariable:	ShortVariable: Avoid variables with short names like x
src/main/UI.java:131:	ShortVariable:	ShortVariable: Avoid variables with short names like y
src/main/UI.java:132:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'width' could be declared final
src/main/UI.java:133:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'height' could be declared final
src/main/UI.java:136:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:140:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'line' could be declared final
src/main/UI.java:146:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:146:	NcssCount:	NcssCount: The method 'drawCharacterScreen()' has a NCSS line count of 75.
src/main/UI.java:157:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:161:	AvoidFinalLocalVariable:	AvoidFinalLocalVariable: Avoid using final local variables, turn them into fields
src/main/UI.java:185:	UnusedAssignment:	UnusedAssignment: The value assigned to variable 'textY' is never used (overwritten on line 190)
src/main/UI.java:188:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'tailX' could be declared final
src/main/UI.java:188:	UselessParentheses:	UselessParentheses: Useless parentheses.
src/main/UI.java:242:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/UI.java:244:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'frameX' could be declared final
src/main/UI.java:245:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'frameY' could be declared final
src/main/UI.java:246:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'frameWidth' could be declared final
src/main/UI.java:247:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'frameHeight' could be declared final
src/main/UI.java:252:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'slotX' (lines '252'-'285').
src/main/UI.java:253:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'slotY' (lines '253'-'285').
src/main/UI.java:255:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (static property access)
src/main/UI.java:257:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (method chain calls)
src/main/UI.java:257:	LawOfDemeter:	LawOfDemeter: Potential violation of Law of Demeter (static property access)
src/main/UI.java:261:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'slotX' (lines '261'-'285').
src/main/UI.java:267:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'cursorX' could be declared final
src/main/UI.java:268:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'cursorY' could be declared final
src/main/UI.java:269:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'cursorWidth' could be declared final
src/main/UI.java:270:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'cursorHeight' could be declared final
src/main/UI.java:278:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'dFrameX' could be declared final
src/main/UI.java:279:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'dFrameY' could be declared final
src/main/UI.java:280:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'dFrameWidth' (lines '280'-'285').
src/main/UI.java:280:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'dFrameWidth' could be declared final
src/main/UI.java:280:	UnusedLocalVariable:	UnusedLocalVariable: Avoid unused local variables such as 'dFrameWidth'.
src/main/UI.java:281:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'dFrameHeight' (lines '281'-'285').
src/main/UI.java:281:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'dFrameHeight' could be declared final
src/main/UI.java:281:	UnusedLocalVariable:	UnusedLocalVariable: Avoid unused local variables such as 'dFrameHeight'.
src/main/UI.java:283:	DataflowAnomalyAnalysis:	DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'textX' (lines '283'-'285').
